Id,Label,tipo,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,nodecolor-multimode,X,Y,Size,Color
d42f51f2438c1494cc4a7366cc4ed0ba,,User,23,3,26,7,0.224827,0.2464,0,1,325,red,-164.611481,-32.94902,10,"#000000"
d45ee5aee0323c58df89079bcbf79695,,User,24,2,26,7,0.224827,0.2464,0,1,325,red,-256.947754,44.426071,10,"#000000"
d4ebb29ea088695a2e33a4327c504597,,User,25,71,96,7,0.226687,0.264648,129360,0.600877,2740,red,-202.226959,-468.372925,10,"#000000"
dee5f31601d1dc965ab2a8cdeb2ab824,,User,26,0,26,7,0.224827,0.2464,0,1,325,red,-402.263275,180.637863,10,"#000000"
01c90d3e382e5a5f3e4fd0840e75b176,,User,0,22,22,1,1,1,0,1,231,red,366.917572,167.594589,10,"#000000"
18a251feec09458579fdc6241fb61190,,User,1,21,22,1,1,1,0,1,231,blue,-116.247643,-423.006775,10,"#000000"
21aee903809ae9e4e56be17d6a11515a,,User,2,20,22,1,1,1,0,1,231,blue,-427.212677,-196.82634,10,"#000000"
2224da6ed5be1b2a2aaa5f52546905bc,,User,3,19,22,1,1,1,0,1,231,blue,480.085602,267.19812,10,"#000000"
2d049e69ac4477ea7dfeae58c28ff61f,,User,4,18,22,1,1,1,0,1,231,blue,-379.906738,-336.132385,10,"#000000"
38cdb605ece0de3ec309ba9529ba1c70,,User,5,17,22,1,1,1,0,1,231,blue,483.78891,124.308273,10,"#000000"
3c55bdca116cb3cef47652ecb6efc7e3,,User,6,16,22,1,1,1,0,1,231,blue,383.139923,-271.274353,10,"#000000"
