Id,Label,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,stat_inf_class,componentnumber,X,Y,Size,Color
b7f9c5607b52a54127551bc2774bdeba,,44,7,51,7,0.353914,0.410966,0,1,1275,285,1,416.358276,408.589478,10,"#000000"
c414c14279296d2c524f3f3ac52e8f11,,45,6,51,7,0.353914,0.410966,0,1,1275,285,1,-141.712662,157.714722,10,"#000000"
c8088718b858164d75bbcb6f8b8d6858,,46,14,60,7,0.354738,0.414251,12249,0.740678,1311,313,1,445.549255,25.179268,10,"#000000"
dcc7ef594bc7549c386afe82119cc869,,47,4,51,7,0.353914,0.410966,0,1,1275,285,1,-400.33139,298.716431,10,"#000000"
e9a1bd89c4e9e7f24565f80035052d91,,48,3,51,7,0.353914,0.410966,0,1,1275,285,1,-505.634857,-413.519287,10,"#000000"
ec642d326654280b58659f067f2c8998,,49,2,51,7,0.353914,0.410966,0,1,1275,285,1,-124.681496,434.853455,10,"#000000"
f20d55e39d5b23425e6f4efa66c000e4,,50,1,51,7,0.353914,0.410966,0,1,1275,285,1,-434.753052,-100.853081,10,"#000000"
f58d6c5151974548045429fa27e31b9e,,65,36,101,7,0.364265,0.434786,1779.750876,0.57802,2919,284,1,-213.03392,126.840462,10,"#000000"
f8889080e5533acf0adad81df0c26ce6,,54,3,57,7,0.360147,0.418849,4095.225829,0.815789,1302,285,1,-272.311096,441.177856,10,"#000000"
05585f3908d2014e42bf231ab2cce0fb,,5,24,29,7,0.34122,0.388339,0,1,406,172,1,-89.95826,417.87262,10,"#000000"
0916dc69e493d0bfbf6922878553a53d,,6,34,40,7,0.342158,0.392353,7469,0.605128,472,172,1,39.464043,116.220345,10,"#000000"
1d577af9affff2942de4cc929befbe67,,7,22,29,7,0.34122,0.388339,0,1,406,172,1,-310.200989,185.643188,10,"#000000"
1e4e7082bcc531620eec484dd7c4351a,,8,21,29,7,0.34122,0.388339,0,1,406,172,1,-139.417923,-362.241272,10,"#000000"
222687c6395c213072f6d3f626cd8d2a,,9,20,29,7,0.34122,0.388339,0,1,406,172,1,-501.994476,-88.745445,10,"#000000"
22b65f8a2f81be61fe967d1f16c8764b,,10,19,29,7,0.34122,0.388339,0,1,406,172,1,189.647446,-388.412415,10,"#000000"
298ff633fd667e0bab04be1421569272,,11,18,29,7,0.34122,0.388339,0,1,406,172,1,-390.733215,269.839539,10,"#000000"
2e7862942898fbfee87405fba0433481,,12,17,29,7,0.34122,0.388339,0,1,406,172,1,-143.61055,315.619141,10,"#000000"
3d83c3535a79f298b5a1cee80daf0d62,,13,27,40,7,0.342158,0.392353,7469,0.605128,472,172,1,-424.226501,-481.003296,10,"#000000"
52a209af664ceb6b278f7d1a2c7857fe,,7,28,35,7,0.344741,0.3943,5618.877449,0.707563,421,172,1,-110.514076,-362.005951,10,"#000000"
5b0fe729b61fe35a1b86b15d1cb780ac,,21,115,136,6,0.390536,0.459489,9664.390655,0.663399,6090,167,1,480.238403,263.683899,10,"#000000"
6181a374de5cfbe3160911856c461a13,,15,14,29,7,0.34122,0.388339,0,1,406,172,1,145.405014,-372.372192,10,"#000000"
637c3c4942483b48ba1dc85a84974127,,16,13,29,7,0.34122,0.388339,0,1,406,172,1,329.016846,-189.99704,10,"#000000"
6bc02430fcfea95b943d08af3681fe9f,,17,12,29,7,0.34122,0.388339,0,1,406,172,1,331.840149,-364.261719,10,"#000000"
839db9671a69cba21b5f0f36d837ce96,,18,11,29,7,0.34122,0.388339,0,1,406,172,1,410.881104,-14.652947,10,"#000000"
9024406efcee3d70c96fe883d7355b1f,,19,10,29,7,0.34122,0.388339,0,1,406,172,1,-111.584908,82.565071,10,"#000000"
95df1b1c3b7ff51b8d912a9ee669c165,,20,9,29,7,0.34122,0.388339,0,1,406,172,1,-208.356247,-1.327691,10,"#000000"
9feec113ba8135b6e56b425ebedcd49e,,20,39,59,7,0.359863,0.41812,9210.121464,0.492694,843,172,1,-202.312149,470.405029,10,"#000000"
a8b187d5ff1133978fc10df03e1d4106,,21,8,29,7,0.34122,0.388339,0,1,406,172,1,240.805222,-357.806671,10,"#000000"
acafca4f6e7ce7e2e20d975ba32014a0,,22,7,29,7,0.34122,0.388339,0,1,406,172,1,291.083801,382.251587,10,"#000000"
ad68b288c8ad80fc64fccd3553f313af,,23,6,29,7,0.34122,0.388339,0,1,406,172,1,-206.377029,-105.408409,10,"#000000"
b111a8a2bc8c1617ff41f654444ce1a2,,24,5,29,7,0.34122,0.388339,0,1,406,172,1,-412.76123,-145.258759,10,"#000000"
b794b06e14a09a8365797bce3955067e,,25,4,29,7,0.34122,0.388339,0,1,406,172,1,-159.519516,-224.134613,10,"#000000"
c90c8911d67e2e6e9d9f5ea3c90a7bda,,26,3,29,7,0.34122,0.388339,0,1,406,172,1,254.336899,-305.22699,10,"#000000"
c970325f1fa6aae0c54b957cf086d440,,27,2,29,7,0.34122,0.388339,0,1,406,172,1,105.157402,125.238289,10,"#000000"
db6c2cb132f7a835b2e603a2c79aec74,,28,1,29,7,0.34122,0.388339,0,1,406,172,1,-476.623535,21.081306,10,"#000000"
f363df787419e5ff77023c21d2ac8992,,29,0,29,7,0.34122,0.388339,0,1,406,172,1,124.580925,-173.917938,10,"#000000"
0637bc6f8ed4bda4db48e283e812a69a,,5,62,67,7,0.334636,0.395212,0,1,2211,174,1,-104.099098,-444.792572,10,"#000000"
0942f1de7cd64f41c6eddf118f9a1444,,6,61,67,7,0.334636,0.395212,0,1,2211,188,1,-125.135811,-114.399803,10,"#000000"
0be3e49be4d153c225062e5d3ac653d8,,7,60,67,7,0.334636,0.395212,0,1,2211,300,1,-312.41687,-39.27224,10,"#000000"
136a4a276d3c833c4bf38dc2ed025b09,,8,59,67,7,0.334636,0.395212,0,1,2211,300,1,1.914054,-307.944153,10,"#000000"
22c12dcdd2b8bf1b43b87bd9e4b55c8c,,12,103,115,7,0.34139,0.41638,54272.883994,0.423494,2776,351,1,-271.847778,-164.738678,10,"#000000"
2409cfa6daae36c8d00864ddb354cf77,,10,57,67,7,0.334636,0.395212,0,1,2211,174,1,-290.382812,-281.382324,10,"#000000"
30808e1acce0d792724941e449728f8b,,11,56,67,7,0.334636,0.395212,0,1,2211,174,1,298.503418,-203.305878,10,"#000000"
347e03b89a5edd3c79085e1c4a51ab25,,12,55,67,7,0.334636,0.395212,0,1,2211,300,1,-265.409271,-79.563316,10,"#000000"
36418c9a7ee36b2c58280e32060affef,,13,54,67,7,0.334636,0.395212,0,1,2211,300,1,-472.565277,473.220276,10,"#000000"
3b9052bc018f5b96c8f1663cfe74ef23,,14,53,67,7,0.334636,0.395212,0,1,2211,190,1,-6.291573,80.354805,10,"#000000"
3c47baec6c08f7bd9e50ed8ab5977000,,15,52,67,7,0.334636,0.395212,0,1,2211,177,1,-106.696327,106.215462,10,"#000000"
3cc4654edf5cd1f0c65da661f51fb963,,16,51,67,7,0.334636,0.395212,0,1,2211,189,1,429.092346,398.687073,10,"#000000"
3e78e8136c570baed07182825767b3ee,,17,50,67,7,0.334636,0.395212,0,1,2211,180,1,180.000168,-94.378685,10,"#000000"
42429383b2f7333a95621853f5171fae,,18,49,67,7,0.334636,0.395212,0,1,2211,183,1,294.984497,-306.194214,10,"#000000"
45fcba752d4038efea2b5d29c94f1e8d,,19,48,67,7,0.334636,0.395212,0,1,2211,187,1,221.983017,259.433655,10,"#000000"
46d11abcaf9bb89e2093acd3f83f3996,,20,47,67,7,0.334636,0.395212,0,1,2211,182,1,-368.109283,-317.203522,10,"#000000"
4c5ad01b92f94805325e4c3a47318f35,,21,46,67,7,0.334636,0.395212,0,1,2211,174,1,39.728508,392.052246,10,"#000000"
4e0e80c5f526ca433311f638d55d9834,,22,45,67,7,0.334636,0.395212,0,1,2211,187,1,-44.385323,-54.756798,10,"#000000"
4e85994d2b1cb56972c3cc54022b71ad,,23,44,67,7,0.334636,0.395212,0,1,2211,188,1,-485.207886,90.662666,10,"#000000"
4ea3b5951b25e9ad753a9fb931cbe1a3,,24,43,67,7,0.334636,0.395212,0,1,2211,190,1,252.277878,338.239746,10,"#000000"
618c19fcc9c55df2faf47740a63f45f3,,25,42,67,7,0.334636,0.395212,0,1,2211,185,1,-417.215546,-325.514893,10,"#000000"
63a99220894b481c670ffc2d16e525c9,,26,41,67,7,0.334636,0.395212,0,1,2211,188,1,215.146103,-172.98645,10,"#000000"
64048e3e9f00681e1846eec4dcd961f9,,27,40,67,7,0.334636,0.395212,0,1,2211,180,1,32.916191,468.641174,10,"#000000"
65b4a6efeea9e2a949116013e328dc08,,28,39,67,7,0.334636,0.395212,0,1,2211,177,1,285.06134,-76.913536,10,"#000000"
66760aa0bea0b5d180debdcd5c9f2f9d,,29,38,67,7,0.334636,0.395212,0,1,2211,189,1,394.365967,-337.450897,10,"#000000"
6c1294e65f1b65a669744d9b1250b8ee,,30,37,67,7,0.334636,0.395212,0,1,2211,180,1,463.503235,180.687134,10,"#000000"
73e5f358920a21c435567758ebf85ca2,,31,36,67,7,0.334636,0.395212,0,1,2211,178,1,62.578545,-417.82196,10,"#000000"
81974303d73d3454d366a4d30f94a0e5,,32,35,67,7,0.334636,0.395212,0,1,2211,179,1,55.781548,-507.832245,10,"#000000"
85e1d0a26bc18934d9d20b2601839ed2,,33,34,67,7,0.334636,0.395212,0,1,2211,186,1,-227.298386,86.150093,10,"#000000"
8bd3588db01c2dcf1898d61b9cfb86a2,,34,33,67,7,0.334636,0.395212,0,1,2211,176,1,471.58728,244.467896,10,"#000000"
924af101f56b6f8636854d4e77cd3d4c,,35,32,67,7,0.334636,0.395212,0,1,2211,181,1,-237.279495,7.597175,10,"#000000"
9254de02434b08b860f87cc850d88e18,,38,32,70,7,0.334881,0.396307,498.201459,0.918427,2218,185,1,-38.89286,-248.793854,10,"#000000"
99205b3eb689c13d9fd3bd98265651cc,,37,30,67,7,0.334636,0.395212,0,1,2211,177,1,485.452698,306.842285,10,"#000000"
9c4dcd793e84d8ce1e0d7c816c80a9cf,,38,29,67,7,0.334636,0.395212,0,1,2211,189,1,-302.868225,-241.229736,10,"#000000"
a305be06186001502eb5ac7087dd275f,,39,28,67,7,0.334636,0.395212,0,1,2211,185,1,-473.585388,-125.612297,10,"#000000"
a3d4aef551309b121189d685eff00682,,40,27,67,7,0.334636,0.395212,0,1,2211,176,1,-72.934639,239.815247,10,"#000000"
b49278931be3c6995ac202b11d5178bc,,41,26,67,7,0.334636,0.395212,0,1,2211,190,1,463.675964,-270.640961,10,"#000000"
b71fe0ca7e5e4957f3543f6d457dd214,,42,25,67,7,0.334636,0.395212,0,1,2211,190,1,13.471122,133.86792,10,"#000000"
ba3aba30fe49456ab58c663db9d062b0,,43,24,67,7,0.334636,0.395212,0,1,2211,178,1,-233.83342,-304.533691,10,"#000000"
bb54b575fbc130c4e96dc7707caaddb1,,44,23,67,7,0.334636,0.395212,0,1,2211,177,1,57.762444,172.275208,10,"#000000"
bdcc3b1df767fc6c2973dfd7a9b871cb,,45,22,67,7,0.334636,0.395212,0,1,2211,177,1,468.504395,-495.292114,10,"#000000"
be69261c77888dc1c8c5e88f12978a37,,46,21,67,7,0.334636,0.395212,0,1,2211,179,1,458.877747,433.522705,10,"#000000"
bf05e299632b1d451b35eb4a2029d74d,,47,20,67,7,0.334636,0.395212,0,1,2211,180,1,283.263062,-321.542603,10,"#000000"
c0237d34cebcd5589f3306fcda60575a,,48,19,67,7,0.334636,0.395212,0,1,2211,181,1,197.251633,-185.009796,10,"#000000"
c10a9d509e8741456bf9dbaaedc139be,,49,18,67,7,0.334636,0.395212,0,1,2211,189,1,15.700614,466.237427,10,"#000000"
d00d803dba91febb717a815cf3f4829c,,50,17,67,7,0.334636,0.395212,0,1,2211,182,1,-145.875778,178.497498,10,"#000000"
d12701c68d0f307c96b04eadfbe43dd8,,51,16,67,7,0.334636,0.395212,0,1,2211,179,1,-368.679291,-415.602173,10,"#000000"
d1c597c3a7f279d1d4411941d3dba07b,,52,15,67,7,0.334636,0.395212,0,1,2211,180,1,377.203796,-470.465179,10,"#000000"
d5f42ef725cd9503e8fcd6d2753f6d9b,,53,14,67,7,0.334636,0.395212,0,1,2211,183,1,93.240898,490.081299,10,"#000000"
d97b0fcbe8f24f5d266349447796e85f,,54,13,67,7,0.334636,0.395212,0,1,2211,186,1,385.927246,223.861694,10,"#000000"
dbebaf16419a04f9aa6290429d1881a5,,55,12,67,7,0.334636,0.395212,0,1,2211,187,1,134.193405,450.27179,10,"#000000"
dced11db282db25a5560d21b6a5aea05,,56,11,67,7,0.334636,0.395212,0,1,2211,176,1,373.038086,-139.805786,10,"#000000"
e03e653b5abbf28173d1022f415ab95e,,57,10,67,7,0.334636,0.395212,0,1,2211,181,1,457.084778,-278.613953,10,"#000000"
e4c2fd3fec81c8c2cfb70bb47c532caa,,58,9,67,7,0.334636,0.395212,0,1,2211,185,1,-496.071533,213.993774,10,"#000000"
e598fb347fb4cf704158153793defff0,,59,8,67,7,0.334636,0.395212,0,1,2211,183,1,468.393738,-258.217041,10,"#000000"
ebdcf29c65dea1e66ad4f0a2baf2b5d7,,60,7,67,7,0.334636,0.395212,0,1,2211,186,1,-158.831985,294.905884,10,"#000000"
ecd225f443dc17e3f5bbde4cd61e09b5,,61,6,67,7,0.334636,0.395212,0,1,2211,188,1,-459.713165,357.728638,10,"#000000"
ee4adf34a00b7cf57f6a41111bf3030a,,62,5,67,7,0.334636,0.395212,0,1,2211,189,1,-271.130096,369.188354,10,"#000000"
f0eb35abbd6e7c5c625d8cefd049b156,,63,4,67,7,0.334636,0.395212,0,1,2211,187,1,-29.815804,-247.23056,10,"#000000"
f2b998d523d9d9e1bc9d05148570479c,,64,3,67,7,0.334636,0.395212,0,1,2211,190,1,-239.980484,-421.49176,10,"#000000"
f3f235e44e7bc9c3977c8b3b93caf5e7,,65,2,67,7,0.334636,0.395212,0,1,2211,187,1,260.607483,-68.86956,10,"#000000"
fb61f8ec124d6d21d362fabfabd87ca7,,66,1,67,7,0.334636,0.395212,0,1,2211,178,1,219.619064,-392.227142,10,"#000000"
fd814cf2c30b3cffacab3ff8ec2c206c,,67,0,67,7,0.334636,0.395212,0,1,2211,182,1,77.496147,317.668091,10,"#000000"
0444ad6a837d7d39f0ca7024584ebc11,,6,52,58,7,0.336692,0.393886,0,1,1653,204,1,147.47728,-292.797241,10,"#000000"
08b86e5f111d216d2a39af5f45ccfcf0,,8,50,58,7,0.336692,0.393886,0,1,1653,287,1,261.777954,280.073669,10,"#000000"
0c2c6e52f21880241538057b73a09f9e,,9,49,58,7,0.336692,0.393886,0,1,1653,202,1,196.700241,257.641235,10,"#000000"
14a22f82232fd06b10d9caa6e5a74bca,,10,48,58,7,0.336692,0.393886,0,1,1653,203,1,-433.169189,153.434387,10,"#000000"
14c8b242968cd57dcd4d2e1e68e95c18,,11,47,58,7,0.336692,0.393886,0,1,1653,201,1,277.415588,-16.864738,10,"#000000"
173de855d9a7619e856ef372bcc05018,,12,46,58,7,0.336692,0.393886,0,1,1653,199,1,373.577026,-347.0737,10,"#000000"
1addd0693a2d8be5a175ae99060bf63d,,13,45,58,7,0.336692,0.393886,0,1,1653,283,1,-430.010956,-138.889587,10,"#000000"
1bafd1b85700cefb4a66e5f248debce6,,14,44,58,7,0.336692,0.393886,0,1,1653,199,1,-504.700348,397.324341,10,"#000000"
1ff7c4221a5378c8a9dd0a78c6fe7d86,,15,43,58,7,0.336692,0.393886,0,1,1653,203,1,-132.030319,-241.996185,10,"#000000"
200d27a639ce30d1327bdf0ea907cfbe,,17,41,58,7,0.336692,0.393886,0,1,1653,202,1,325.874329,-365.817993,10,"#000000"
2c4f5901bf7900b927f4ee9408ebeae5,,18,40,58,7,0.336692,0.393886,0,1,1653,196,1,368.224915,-172.99469,10,"#000000"
3028912d97fb94fd881901f25a3831f2,,19,39,58,7,0.336692,0.393886,0,1,1653,200,1,7.96038,156.943909,10,"#000000"
3a577f5d05689b8bb0868292be2a6b07,,20,38,58,7,0.336692,0.393886,0,1,1653,198,1,-35.795387,-255.401733,10,"#000000"
3d2c04acdc7561c94930219f269cff2b,,21,37,58,7,0.336692,0.393886,0,1,1653,203,1,1.797538,-165.078583,10,"#000000"
4b5e2c437fc3a9a43de563b9384351e7,,23,35,58,7,0.336692,0.393886,0,1,1653,204,1,-182.00032,-66.120323,10,"#000000"
5c382ca9fbdd04dbb1fff5bf0a4aca42,,24,34,58,7,0.336692,0.393886,0,1,1653,201,1,420.604431,138.973511,10,"#000000"
5d034624901083445f568a10d1df47fc,,25,33,58,7,0.336692,0.393886,0,1,1653,199,1,487.836609,25.178169,10,"#000000"
61e30001f7aae616a489501e6879f43d,,26,32,58,7,0.336692,0.393886,0,1,1653,204,1,-234.820572,-461.099365,10,"#000000"
6922471fefcf63b131d86135b6cf1d1a,,28,30,58,7,0.336692,0.393886,0,1,1653,287,1,169.876572,-61.722099,10,"#000000"
71359bd225cd59ddb506be48fd527f77,,22,71,93,7,0.348158,0.41694,37947.68667,0.525479,2248,287,1,238.15239,-327.02771,10,"#000000"
791e7bb1a50d1ed1a28f8bdb9c8b5bee,,30,28,58,7,0.336692,0.393886,0,1,1653,200,1,-323.335693,135.595459,10,"#000000"
7f7a434b585d7d7966dad75fdb136ba0,,32,26,58,7,0.336692,0.393886,0,1,1653,196,1,-352.559143,-254.326447,10,"#000000"
87ab8a992c9babcb3fbc780e78b9782e,,33,25,58,7,0.336692,0.393886,0,1,1653,283,1,-380.702515,-208.054962,10,"#000000"
8af4ed4d39f26907a6b9de9ef8f16075,,34,24,58,7,0.336692,0.393886,0,1,1653,284,1,18.813408,-303.330017,10,"#000000"
8d897decdb3e6bed63b2eed5206295e6,,35,23,58,7,0.336692,0.393886,0,1,1653,201,1,-113.634102,-145.931854,10,"#000000"
8dd53256be30137b4c15457b44a3f3d8,,36,22,58,7,0.336692,0.393886,0,1,1653,284,1,429.065735,302.154114,10,"#000000"
907f33cbd354a40da45e2146a1253be8,,37,21,58,7,0.336692,0.393886,0,1,1653,199,1,-80.0662,221.890564,10,"#000000"
91336dd7e6c6c4137e331cdc6276b469,,38,20,58,7,0.336692,0.393886,0,1,1653,198,1,244.165512,-480.848877,10,"#000000"
977112b8f640586fdcaecdea6ec8db32,,40,18,58,7,0.336692,0.393886,0,1,1653,201,1,477.31781,-426.489166,10,"#000000"
98d494cf513e346c5ee0afc15b2bcdfe,,41,17,58,7,0.336692,0.393886,0,1,1653,204,1,-99.174721,64.024727,10,"#000000"
9f019c322caa60ed4f7949ae8aca53f4,,42,16,58,7,0.336692,0.393886,0,1,1653,201,1,-462.862732,-322.78775,10,"#000000"
a1bb15d91314ba709a20ca97725b8c0b,,43,15,58,7,0.336692,0.393886,0,1,1653,198,1,-394.687927,428.339233,10,"#000000"
a815668bc5b5ae95c426f5d1dc148a87,,44,14,58,7,0.336692,0.393886,0,1,1653,203,1,-240.908157,386.328857,10,"#000000"
a886c4f047298e2b2263eac83d2e17b5,,45,13,58,7,0.336692,0.393886,0,1,1653,203,1,-160.093826,278.397095,10,"#000000"
a8e08865d7a6871e439eb9eca93d25f8,,46,12,58,7,0.336692,0.393886,0,1,1653,202,1,439.147339,-103.412865,10,"#000000"
b591c7350426845e57c9c62e16ec89ac,,48,10,58,7,0.336692,0.393886,0,1,1653,198,1,365.27124,459.185852,10,"#000000"
b9f1f9d897c21bd85adce57471aa8a91,,49,9,58,7,0.336692,0.393886,0,1,1653,283,1,215.286789,260.581787,10,"#000000"
c467f293f5ab578fb56628eff6e27f91,,50,8,58,7,0.336692,0.393886,0,1,1653,202,1,486.100464,-370.868225,10,"#000000"
d1fc6a0ff16747eff6d0478a85d08a91,,51,7,58,7,0.336692,0.393886,0,1,1653,204,1,-126.288704,-399.665497,10,"#000000"
d504414ecca26547d795a00ae6932e4b,,52,6,58,7,0.336692,0.393886,0,1,1653,198,1,-292.244995,-111.027733,10,"#000000"
dea76187a9efafa601aa6e03f6698cae,,53,5,58,7,0.336692,0.393886,0,1,1653,201,1,481.35083,-63.576775,10,"#000000"
e3301f3d14da83c1018da676dbb896cc,,54,4,58,7,0.336692,0.393886,0,1,1653,199,1,-446.78772,-363.777191,10,"#000000"
e8a6dd72137bd5bb07a8adb95b372d0f,,55,3,58,7,0.336692,0.393886,0,1,1653,203,1,-272.227356,60.958443,10,"#000000"
ebfb5e6eece0c9f3ccfb2a86b74f97af,,56,2,58,7,0.336692,0.393886,0,1,1653,202,1,232.493027,276.128357,10,"#000000"
f69610736caf506de0f5260987da19d7,,58,0,58,7,0.336692,0.393886,0,1,1653,199,1,-201.949509,421.72229,10,"#000000"
040b925740bc029efde4b60eaa4110ce,,7,66,73,6,0.358827,0.411837,0,1,2628,216,1,60.838371,350.653137,10,"#000000"
041a59aa8b817006db7722286929d277,,8,65,73,6,0.358827,0.411837,0,1,2628,211,1,317.885254,-443.924774,10,"#000000"
071df0428162862774abb50f363f5cd3,,9,64,73,6,0.358827,0.411837,0,1,2628,227,1,7.258598,108.97657,10,"#000000"
07c8f65abef0e3127017a0d760391a57,,10,63,73,6,0.358827,0.411837,0,1,2628,222,1,-86.756447,215.773804,10,"#000000"
1001cde401b44c26612eebc1689f42f8,,11,62,73,6,0.358827,0.411837,0,1,2628,215,1,-478.321777,-463.871948,10,"#000000"
14ccdde68d54cc47b79c31c304a2e3bd,,12,61,73,6,0.358827,0.411837,0,1,2628,223,1,-290.991577,-42.367332,10,"#000000"
166b0e0bb5c13fcd9db4df6d10487485,,13,60,73,6,0.358827,0.411837,0,1,2628,228,1,-163.247787,380.805969,10,"#000000"
1d58691ed90afe78eda4d9a4c6c79b64,,14,59,73,6,0.358827,0.411837,0,1,2628,213,1,-345.389221,-359.997162,10,"#000000"
266af37da275fe73c4eaee9c81878c33,,15,58,73,6,0.358827,0.411837,0,1,2628,230,1,269.530518,-220.908234,10,"#000000"
29a67b4428999377ca33580071b6c987,,16,57,73,6,0.358827,0.411837,0,1,2628,230,1,-90.660286,-38.673302,10,"#000000"
2b9df9a1469f87041590527652b89dc1,,17,56,73,6,0.358827,0.411837,0,1,2628,220,1,-341.500366,-342.316864,10,"#000000"
2c550a0de9910b894a6b09b9df510df9,,18,55,73,6,0.358827,0.411837,0,1,2628,219,1,-353.996429,-95.429558,10,"#000000"
2eb793b79286390e1090967996f95b6b,,19,54,73,6,0.358827,0.411837,0,1,2628,221,1,-36.86866,218.434326,10,"#000000"
36706644f7c225aac8f8e242ec4c2564,,20,59,79,6,0.367687,0.420231,117576,0.857838,2643,216,1,-461.158264,-289.877563,10,"#000000"
45e571db2d1610dd41469716626c628a,,21,52,73,6,0.358827,0.411837,0,1,2628,212,1,225.919968,455.406555,10,"#000000"
46126e5f578f177b427450357c260c1d,,22,51,73,6,0.358827,0.411837,0,1,2628,217,1,-109.936195,-210.213776,10,"#000000"
4c2fdad69339d3eac589bec41cce67a3,,23,50,73,6,0.358827,0.411837,0,1,2628,224,1,-449.008331,-163.705475,10,"#000000"
4cde56ab2954fac04d2f304140af49f1,,24,49,73,6,0.358827,0.411837,0,1,2628,225,1,-180.881454,-184.214844,10,"#000000"
4cfa77eb66d1ded432ceb517e9c3d41b,,25,48,73,6,0.358827,0.411837,0,1,2628,226,1,488.720703,-7.990258,10,"#000000"
59de0db7da09a3670672c00d43db4fb7,,26,47,73,6,0.358827,0.411837,0,1,2628,219,1,189.771652,71.234627,10,"#000000"
5cfae0c675a20a78975e9292bfd98d37,,27,46,73,6,0.358827,0.411837,0,1,2628,343,1,232.388779,-498.634766,10,"#000000"
630bf4bb1be2e69d1f44aface7111e0c,,28,45,73,6,0.358827,0.411837,0,1,2628,211,1,-17.700813,32.32795,10,"#000000"
6626fee1711ed7ae49b13fce02414dbf,,29,44,73,6,0.358827,0.411837,0,1,2628,214,1,330.775574,-367.779755,10,"#000000"
6c85faa73c97e1694c5cd2b95f6cfbfd,,30,43,73,6,0.358827,0.411837,0,1,2628,225,1,-368.422058,67.520149,10,"#000000"
72f475e3cd2b176553fdc0816faf6a4f,,31,42,73,6,0.358827,0.411837,0,1,2628,224,1,199.669601,206.107605,10,"#000000"
733a4c398e1047471f4392e323c170bf,,32,41,73,6,0.358827,0.411837,0,1,2628,212,1,446.583008,85.282173,10,"#000000"
77e7ed3ff379c2dc41766093b4e1e73d,,33,40,73,6,0.358827,0.411837,0,1,2628,220,1,-424.358521,-409.719452,10,"#000000"
7e0d31ce28bf9b93d956a141be05c7d6,,34,39,73,6,0.358827,0.411837,0,1,2628,226,1,-397.22287,-60.460411,10,"#000000"
7e24143e3a2d44a2108eed77523ad051,,35,38,73,6,0.358827,0.411837,0,1,2628,228,1,197.020554,189.280029,10,"#000000"
7ee185c66267cdf0fc6a075c5851ee14,,36,37,73,6,0.358827,0.411837,0,1,2628,211,1,356.104431,410.696472,10,"#000000"
80fa70516cbc4f0f2f53474d8ed3e060,,37,36,73,6,0.358827,0.411837,0,1,2628,214,1,419.870972,-292.463196,10,"#000000"
811c84e7278b9069131d6a55e3e43b65,,38,35,73,6,0.358827,0.411837,0,1,2628,217,1,65.777519,-379.814819,10,"#000000"
8448081adcbe999d2dcc4f52eb20abef,,40,33,73,6,0.358827,0.411837,0,1,2628,227,1,180.861313,-114.811668,10,"#000000"
8bd2206695f6592c7750f564789b17c0,,41,32,73,6,0.358827,0.411837,0,1,2628,213,1,332.772522,-192.228027,10,"#000000"
90697850c10f4941ba32d36dbe7896d9,,42,31,73,6,0.358827,0.411837,0,1,2628,214,1,-295.723694,371.202026,10,"#000000"
98f15c4fc8d4f3b9f1ab274c4b0452ab,,43,30,73,6,0.358827,0.411837,0,1,2628,219,1,61.924553,-496.612854,10,"#000000"
99d157136eadd7b2f777947b25ffe364,,44,29,73,6,0.358827,0.411837,0,1,2628,222,1,-382.981506,-108.936424,10,"#000000"
9a965172c9d957c79be1637e5e6dfd2e,,45,28,73,6,0.358827,0.411837,0,1,2628,215,1,-462.258118,259.037842,10,"#000000"
9c997e9ea8924db522e5a9755b9e32cf,,50,129,179,6,0.397101,0.474659,21800.604354,0.521562,8309,218,1,-316.698608,-109.300133,10,"#000000"
9eaa5e108ca2528f8ecb4f9b8b4acbb2,,47,26,73,6,0.358827,0.411837,0,1,2628,225,1,-332.466614,271.400024,10,"#000000"
a028f187201dbd1e7f415a101259c28d,,48,25,73,6,0.358827,0.411837,0,1,2628,223,1,199.834946,393.973206,10,"#000000"
a1699a3f62ac0fc680b4b1f7f28fcdf5,,49,24,73,6,0.358827,0.411837,0,1,2628,217,1,390.171387,421.975586,10,"#000000"
a63741e43ddfbfbd93b1dd9e8bc51c32,,50,23,73,6,0.358827,0.411837,0,1,2628,215,1,202.658066,-102.004967,10,"#000000"
a84b49001732600dd24d2264776a8255,,51,22,73,6,0.358827,0.411837,0,1,2628,228,1,-125.212471,489.240479,10,"#000000"
ab298a527937e009e19afc7c9f712e4f,,52,21,73,6,0.358827,0.411837,0,1,2628,224,1,28.37188,-251.327423,10,"#000000"
b140f6c6a55ce34bd3759ae6feb65811,,53,20,73,6,0.358827,0.411837,0,1,2628,217,1,-459.073425,-454.003357,10,"#000000"
b9645a882c77fe5cfbb16f8c7857b7f4,,54,19,73,6,0.358827,0.411837,0,1,2628,213,1,445.382507,-411.683044,10,"#000000"
b9bb07dc894606614755693485849a74,,55,18,73,6,0.358827,0.411837,0,1,2628,343,1,120.159233,-154.817963,10,"#000000"
c00d4e066d14c58ab47fede0d24ae438,,58,79,137,6,0.367391,0.437871,114009,0.498497,4644,216,1,-475.141113,147.802185,10,"#000000"
c5e25d3332e5bd1e34e95727249da8b2,,56,17,73,6,0.358827,0.411837,0,1,2628,230,1,-51.117989,-181.319366,10,"#000000"
